PEAKID,URL,LAT,LON,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO,PCLIMBED,PHOST_DESC,IS_HD_PEAK
MAK1,https://nepalhimalpeakprofile.org/makalu-i,27.890887,87.08841,"Mount Makalu, the fifth highest mountain in the world, located in the
Mahalangur range of the Nepal Himalayas, southeast of Mount Everest is in the
border between Nepal and Tibet. Makalu is an isolated peak which is shaped
like a four-sided pyramid. Makalu I and Makalu II are the two notable
subsidiary peaks of Makalu lying 3 km north-northwest of the main summit.
The peak elevates to a height of 8,463 m. Makalu I lies in Makalu Village
Development Committee under Makalu rural municipality of Sankhuwasabha
District in Eastern Development Region of Nepal. It is open for expeditions. It
takes approximately 75 days to summit Makalu I. A flight to Tumlingtar is the
entry point for Makalu I. Jean Couzy and Lionel Terray were the first
mountaineers to successfully ascend the peak on May 15, 1955.

The caravan route for Makalu I begins from Tumlingtar to Bamling to Seduwa
to Sadema to KaloPokhari and finally to the Base Camp. The total distance of
the caravan route through Tumlingtar is 93.7 km.
The total climbing route length is 5.8 km. The nearest settlement to Makalu I is
at Sadema at a distance of 41.4 km .The nearest health post to the peak is in
Murmi Danda which is at 48.6 km away.",Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Rs (NRs), (USD),Makalu I,,,8463.0,27766.0,,,True,,,,Opened,,,,,,,,,,,,,,,False
MAK2,https://nepalhimalpeakprofile.org/makalu-ii,27.91555555555556,87.08055555555555,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum",Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Rs (NRs), (USD),Makalu II,Kangchungtse,Makalu Himal (NNW of Makalu on Tibetan border),7678.0,25190.0,14.0,2.0,True,False,False,,Opened,4.0,2.0,"Other map altitudes:
   7640m - Schneider
   7660m - Shangri La, Japan MMW, Kielkowski
   7678m - HMG-MT, HMG-Finn, Nepa",1954.0,3.0,MAK254301,1954-10-22,"UK, Nepal","Jean Franco, Lionel Terray, Gyaltsen Norbu Sherpa, Pa Norbu Sherpa",,,,True,Nepal & China,True
MAKA,,27.890887,87.08841,"Makalu is the fifth highest mountain in the world at 8,485 metres (27,838 ft). It is located in the Mahalangur Himalayas 19 km (12 mi) southeast of Mount Everest, on the border between Nepal and China. One of the eight-thousanders, Makalu is an isolated peak whose shape is a four-sided pyramid.Makalu has two notable subsidiary peaks. Kangchungtse, or Makalu II (7,678 m) lies about 3 km (2 mi) north-northwest of the main summit. Rising about 5 km (3.1 mi) north-northeast of the main summit across a broad plateau, and connected to Kangchungtse by a narrow, 7,200 m saddle, is Chomo Lonzo (7,804 m).By elevation Mount Makalu is# 1 out of 13 in Makalu-Barun National Park# 5 out of 127 in Qomolangma National Nature Preserve# 5 out of 936 in Tibet# 6 out of 866 in Nepal# 6 out of 12241 in China# 5 out of 64 in Tingri County# 6 out of 212 in Eastern Development Region# 1 out of 13 in Sankhuwasabha# 6 out of 3458 in the HimalayasBy prominence Mount Makalu is# 1 out of 13 in Makalu-Barun National Park# 3 out of 127 in Qomolangma National Nature Preserve# 8 out of 936 in Tibet# 7 out of 866 in Nepal# 26 out of 12241 in China# 2 out of 64 in Tingri County# 3 out of 212 in Eastern Development Region# 1 out of 13 in Sankhuwasabha# 14 out of 3458 in the Himalayas",Province 1,Sankhuwasabha/NC,,Makalu,,,Makalu,,Makalu Himal,8485.0,27838.0,14.0,2.0,True,False,False,,,4.0,2.0,"Other map altitudes:
   8463m - Shangri La, Kielkowski
   8475m - Schneider
   8481m - Japan MMW
   8485m - HMG-MT, HMG-Finn, Nepa

Altitude milestones on Makalu:
   Hillary BC - 4850m
   Advanced BC - 5700m
   Makalu La - 7400m",1955.0,1.0,MAKA55101,1955-05-15,France,"Jean Couzy, Lionel Terray",,Dyhrenfurth history 1954-1978 (MM 64:46-49 Nov 1978),"E Side (High 155:10 Oct 1995) (from Tibet)
S Face (MM 48:33 Mar 1976, 131:26 Jan 1990) 
S Face (High 161:28 Apr 1996)
W Face (High 130:9 Sep 1993, 179:20-21 Oct 1997)
SE Ridge (MM 16:12 Jul 1971) (Japanese 1970 route)
W Ridge (MM 17:7 Sep 1971) (French 1971 route)
W Face (AAJ 71:302 1997) (various routes)
S Face (AAJ 64:1-3 1990) (various routes)",True,Nepal & China,True
MALA,https://nepalhimalpeakprofile.org/malangphulang,27.802777777777777,86.87222222222222,Malangphulang which lies in Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Spring 5000 (NRs),Spring 400 (USD),Malanphulan,"Melanphulan, Hinku Ri","Khumbu Himal (S of Ama Dablam, NW of Kangtega)",6573.0,21565.0,12.0,2.0,True,False,False,,Opened in 2014,1.0,2.0,"Other map altitudes:
   6571m - Schneider, Japan MMW, Kielkowski
   6573m - HMG-MT, HMG-Finn, Nepa, Shangri La, NGS/Washburn Everest",2000.0,1.0,MALA00101,2000-04-28,USA,"Peter Carse, Amy Bullard",,,W Face (AAJ 75:390 2000),True,Nepal only,True
MANA,https://nepalhimalpeakprofile.org/manaslu,28.55027777777778,84.56166666666667,"Mount Manaslu, also known as Kampunge is the eighth highest mountain in
the world. It is located in the west-central part of Nepal. Manaslu in Sanskrit
means “manasa” meaning “Intellect” or “soul”.
The peak elevates to a height of 8,163 m. Manaslu lies in Thoche, Dharapani
and Samagaun Village Development Committee of Manang and Gorkha
Districts in the Western Development Region of Nepal. It is open for
expeditions. It takes approximately 65 days to climb Manaslu Peak. A drive to
Dhadingbesi or a drive to Gorkha are the two entry points for Manaslu Peak.
Toshio Imanishi and Gyaltsen Norbu Sherpa were the first to successfully
ascend this peak on 9 May 1956.
Caravan route: There are two caravan routes for Manaslu Peak. The first
begins from Gorkha to Khanchok to Deurali to Gumda to Jagat to Philim to
Bihi to Namrung to Samagaun and finally to the Base Camp. The other is from
Dhadingbesi to Arughat to Jagat to Philim to Bihi to Namrung to Samagaun
and finally to the Base Camp. The total distance of the caravan route through
Gorkha is 120.6 km and through Dhadingbesi is 120.1 km. The total climbing
route length is 12.2 km from the Base Camp.
The nearest settlement to the Manaslu peak is Samagaun at a distance of 1.9
km. The nearest police post from the peak is in Samagaun 1.9 km away. The
nearest Armed Police Force and army posts from the peak is in Dhadingbesi at
a distance of 120.1 km or Gorkha at 120.6 km. The nearest health post from the
peak is in Samagaun at a distance of 1.9 km.",Gandaki Pradesh,Manang/Gorkha,Nashong/Chum,Mansiri,Spring 10000 (NRs),Spring 1800 (USD),Manaslu,"Kutang I, Peak 30",Manaslu Himal,8163.0,26781.0,15.0,4.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   8156m - Japan MMW, Leomann
   8163m - HMG-MT, HMG-Finn, Nepa, Shangri La

Altitude milestones on Manaslu:
  Fore-summit - 8125-8130m
  Crampon point - 5100m",1956.0,1.0,MANA56101,1956-05-09,"Japan, Nepal","Toshio Imanishi, Gyaltsen Norbu Sherpa",,Dyhrenfurth history 1952-1978 (MM 62:38-41 Jul 1978),"E Side (High 212:59 Jul 2000)
N Side (High 219:72 Feb 2001)
SE Side (MM 102:15 Mar 1985)
W Face (MM 84:11 Mar 1982)
NW Ridge (MM 22:14 Jul 1972) (Japanese 1971 route) 
W Face (AAJ 56:70 1982)",True,Nepal only,True
MANN,https://nepalhimalpeakprofile.org/manaslu-north,28.57777777777778,84.55055555555555,Manaslu North which is part of the Manaslu sub-range of the Nepalese Himalayas is located in the Manang and Gorkha district of Western Nepal.,Gandaki Pradesh,Manang/Gorkha,Nashong/Chum,Mansiri,Spring 5000 (NRs),Spring 400 (USD),Manaslu North,Manaslu II,Manaslu Himal (N of Manaslu),6994.0,22946.0,15.0,4.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   6994m - HMG-MT, HMG-Finn
   7154m - Shangri La, Japan MMW, Leomann

Manaslu North is shown as twin peaks of 6994m and 6991m on HMG-Finn map.",1964.0,3.0,MANN64301,1964-10-25,"Netherlands, Austria, Nepal","Alfons Driessen, Jan De Lint, Hubert Schriebl, Ila Tshering Sherpa, Nima Tenzing Sherpa",1st ascent disputed by Anders Bolinder,,,True,Nepal only,True
MANP,https://nepalhimalpeakprofile.org/manapathi,28.64555555555556,83.4588888888889,,Gandaki Pradesh,Myagdi,Dhawalgiri/Raghuganga,Dhaulagiri,Spring 4000 (NRs),Spring 250 (USD),Manapathi,,Dhaulagiri Himal (SSW of Dhaulagiri I),6380.0,20932.0,4.0,6.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   6380m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann

Note: There is a slightly higher 6384m peak to the northeast of Manapathi (probably climbed in 1977 by Reinhold Messner's team).",1956.0,1.0,MANP56101,1956-04-25,"Argentina, Nepal","Emiliano Huerta, Ayiwa Sherpa",1st ascent?,,,True,Nepal only,True
MARD,,28.473554,83.927243,Mardi Himal (5 553m/18 219ft a.s.l.) is a mountain in the Himalayas in Nepal. The prominence is 160m/525ft.By elevation Mardi Himal is# 18 out of 23 in KaskiBy prominence Mardi Himal is# 79 out of 119 in Annapurna Conservation Area# 15 out of 23 in Kaski,Gandaki Pradesh,Myagdi/Kaski,,Annapurna,,,Mardi Himal,,Annapurna Himal (SW of Machhapuchhare),5553.0,18219.0,1.0,5.0,False,False,True,1978.0,,1.0,2.0,"Other map altitudes:
   5553m - HMG-MT, HMG-Finn, Nepa
   5587m - Shangri La, Schneider, Japan MMW, Leomann",1962.0,1.0,MARD62101,1962-04-23,"UK, Nepal","J. O. M. Roberts, Ang Tshering Sherpa, Tenzing Nindra Sherpa",,,,True,Nepal only,True
MARI,https://nepalhimalpeakprofile.org/mariyang,29.69333333333333,82.8888888888889,,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchunghamga,Spring 5000 (NRs),Spring 400 (USD),Mariyang,,Kanti Himal (SE of Kanti Himal on Tibetan border),6528.0,21417.0,11.0,7.0,True,False,False,,Opened in 2003,4.0,2.0,"Other map altitudes:
   6528m - HMG-MT, HMG-Finn",2021.0,3.0,MARI21301,2021-10-09,"S Korea, Nepal","Baek Jong-Min, Joung Je-Gyun, Jung Jae-Jin, Ongchhu Sherpa",,,,True,Nepal & China,True
MARW,https://nepalhimalpeakprofile.org/mariyang-west,29.689444444444444,82.87555555555555,Mariyang West lies in Palchunhamga sub-range of the Nepalese Himalayas and is located in the Dolpa district of Mid-Western Nepal.,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchunghamga,Spring 4000 (NRs),Spring 250 (USD),Mariyang West,,Kanti Himal (WSW of Mariyang on Tibetan border),6455.0,21178.0,11.0,7.0,True,False,False,,Opened in 2014,4.0,1.0,"Other map altitudes:
   6455m - HMG-MT, HMG-Finn",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
MATA,,,,,,,,Kanjiroba,,,Matathumba,"Matatumpa, Ghyuthumba East",Jagdula Lekh (S of Kanjiroba Himal),5767.0,18921.0,10.0,7.0,False,True,False,,,1.0,2.0,"Other map altitudes:
   5767m - HMG-Finn, Nepa, Japan MMW, Leomann",1961.0,1.0,MATA61101,1961-05-16,"UK, Nepal","John Tyson, James Burnet, John Earle, Mingma Tsering, Ang Temba Sherpa",,,,True,Nepal only,True
MAYT,https://nepalhimalpeakprofile.org/mayung-thang-khang,29.76972222222222,82.74666666666667,Mayung Thang Khang lies in Kanti sub range of the Nepalese Himalayas and is located in the Mugu district of Mid-Western Nepal.,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti,Spring 4000 (NRs),Spring 250 (USD),Mayonthang Kang,Mayun Thang Khang,Kanti Himal (NW of Changdi Himal on Tibetan border),6449.0,21158.0,11.0,7.0,True,False,False,,Opened in 2014,4.0,1.0,"Other map altitudes:
   6449m - HMG-MT, HMG-Finn",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
MERA,https://nepalhimalpeakprofile.org/mera-peak,27.70861111111111,86.87055555555555,"Mera Peak located in the Mahalangur range of the Neapalese Himalayas is classified as a trekking peak. It contains three main summits : Mera North, Mera Central and Mera South. It is often claimed as the highest trekking peak.",Province 1,Solukhumbu,Mahakulung,Khumbu,Spring 4000 (NRs),Spring 250 (USD),Mera Peak,"""False"" Mera Peak",Khumbu Himal (S of Ama Dablam),6470.0,21227.0,12.0,2.0,False,False,True,1978.0,Opened,1.0,2.0,"Other map altitudes:
   6470m - HMG-MT, HMG-Finn, Shangri La
   6476m - Nepa, Schneider, NGS/Washburn Everest, Japan MMW, Kielkowski",1953.0,1.0,MERA53101,,"UK, Nepal","J. O. M. Roberts, Sen Tenzing Sherpa","Climbed ""false Mera"" 6476m?  ""True Mera"" unclimbed?",Real Mera? (High 218:77-80 Jan 2001),,True,Nepal only,True
MERR,https://nepalhimalpeakprofile.org/merra,27.74083333333333,88.01972222222223,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD),Merra,,Kangchenjunga Himal (WNW of Anidesh Chuli),6334.0,20781.0,9.0,1.0,True,False,False,,Opened in 2002,1.0,2.0,"Other map altitudes:
   6334m - HMG-MT, HMG-Finn
   6344m - Japan MMW
   6345m - Shangri La
   6364m - Nepa",2006.0,3.0,MERR06301,2006-10-18,Denmark,Claus Ostergaard,,,,True,Nepal only,True
MERS,https://nepalhimalpeakprofile.org/mera-south,27.70111111111111,86.89500000000001,,Province 1,Solukhumbu,Mahakulung,Mahalangur,Spring 4000 (NRs),Spring 250 (USD),Mera South,,Khumbu Himal (SW of Mera),6064.0,19895.0,12.0,2.0,True,False,False,,Opened in 2002,1.0,1.0,"Other map altitudes:
   6064m - HMG-MT, HMG-Finn
   6073m - Schneider",,0.0,,,,Unclimbed?,,,,False,Nepal only,True
MING,,,,,,,,Khumbu,,,Mingbo Ri,,Khumbu Himal (S of Ama Dablam and Mingbo La),6207.0,20364.0,12.0,2.0,False,True,False,,,1.0,1.0,"Other map altitudes:
   6187m - Kielkowski
   6207m - HMG-Finn, Nepa",,0.0,,,,Unclimbed,,,,False,Nepal only,True
MKSE,https://nepalhimalpeakprofile.org/makalu-south-east,27.879247,87.098749,,Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Spring 8000 (NRs),Spring 600 (USD),Makalu South East,,,7803.0,25600.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
MNSE,https://nepalhimalpeakprofile.org/mansail-east,29.300839,83.837207612,,Gandaki Pradesh,Manang/NC,Lomanthang/NC,Mustang,Spring 4000 (NRs),Spring 250 (USD),Mansail East,,,6186.0,20295.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
MNSL,https://nepalhimalpeakprofile.org/mansail,29.301833,83.813229,Mansail peak which lies in Mustang sub-range of the Nepalese Himalayas is located in Mustang district of Western Nepal.,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Damodar,Spring 4000 (NRs),Spring 250 (USD),Mansail,Manshail,Mustang Himal (NW of Lo Manthang on Tibetan border),6235.0,20456.0,16.0,6.0,True,False,False,,Opened in 2014,1.0,2.0,"Other map altitudes:
   6235m - HMG-Finn
   6242m - HMG-MT",2014.0,3.0,MNSL14301,2014-09-29,Japan,"Yukiko Inoue, Eri Hasegawa, Mariko Nakamura, Kei Taniguchi",,,,True,Nepal only,True
MNSS,https://nepalhimalpeakprofile.org/mansail-south,29.294444444444448,83.81027777777777,Mansail South which lies in Mustang sub range of the Nepalese Himalayas is located in the Mustang district of Western Nepal.,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Damodar,Spring 4000 (NRs),Spring 250 (USD),Mansail South,Manshail South,Mustang Himal (S of Mansail on Tibetan border),6248.0,20499.0,16.0,6.0,True,False,False,,Opened in 2014,1.0,1.0,"Other map altitudes:
   6248m - HMG-Finn
   6251m - HMG-MT",,0.0,,,,Unclimbed,,,,False,Nepal only,True
MOJC,https://nepalhimalpeakprofile.org/mojka-peak,27.77055555555556,88.05055555555555,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD),Mojca,Mojka,Kangchenjunga Himal (W of Ramtang Chang),6024.0,19764.0,9.0,1.0,True,False,False,,Opened in 2002,1.0,2.0,"Other map altitudes:
   6024m - HMG-MT, HMG-Finn, Nepa, Shangri La",1974.0,3.0,MOJC74301,1974-10-11,Yugoslavia,"Stane Belak, Danilo Cedilnik",Illegal ascent,,,True,Nepal only,True
MPNE,,28.650945,83.467265,,Gandaki Pradesh,Myagdi,Dhawalgiri/Raghuganga,Dhaulagiri,"Spring 4000, Autumn 2000, Winter/Summer 1000","Spring 250, Autumn 125, Winter/Summer 70",Manapathi NE,,"Dhaulagiri Himal (SSW of Dhaulagiri I, NE of Manapathi)",6384.0,20945.0,4.0,6.0,False,True,False,,Opened,1.0,2.0,"Other map altitudes:
   6384m - HMG-Finn",1977.0,1.0,MPNE77101,1977-04-20,"Italy, UK, W Germany","Reinhold Messner, Leo Dickinson, Eric Jones, Otto Wiedemann",,,,True,Nepal only,True
MUKT,https://nepalhimalpeakprofile.org/mukot-himal,28.816944444444445,83.48222222222222,,Gandaki Pradesh,Dolpa/Mustang,Chharka Tongsong/Barhagau,Dhaulagiri,Spring 4000 (NRs),Spring 250 (USD),Mukut Himal,"Mukot Himal, Langru","Mukut Himal (N of Sita Chuchura, S of Hongde)",6087.0,19970.0,16.0,6.0,True,False,False,,Opened in 2014,1.0,2.0,"Other map altitudes:
   6087m - HMG-MT, HMG-Finn, Nepa, Japan MMW",1967.0,3.0,MUKT67301,1967-11-11,"Netherlands, Nepal","Alfons J. Driessen, Michiel van Mourik Broekman, Phu Dorje Sherpa, Tenzing Gyatso Sherpa",1st ascent if team was actually on this peak,,,True,Nepal only,True
MUPK,https://nepalhimalpeakprofile.org/mustang-himal-ii,29.2774,83.7968,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang,Sp 4000 (NRs),Sp 250 (USD),Mustang Peak,Mustang Peak,Mustang Himal (S of Mustang Himal peak on Tibetan border),6229.0,20436.0,16.0,6.0,False,True,False,,Proposed to open,1.0,2.0,"Other map altitudes:
   6229m - HMG-Finn",2001.0,3.0,MUPK01301,2001-10-07,"Japan, Nepal","Tomatsu Ohnishi, Koji Mizutani, Takehiko Yanagihara, Katsuhiko Asahi, Mingma Nuru Sherpa, Chuldin Nuru Sherpa, Kancha Dawa Sherpa",Not same peak as Mustang Himal (6195m) on current Ministry list.,,,True,Nepal only,True
MUST,https://nepalhimalpeakprofile.org/mustang-himal,29.28611111111111,83.81,Mustang is a beautiful destination for mountaineers and trekkers as it provides with splendid views of temples and numerous monasteries along with snowy mountains.,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Damodar,Sp 4000 (NRs),Sp 250 (USD),Mustang Himal,,Mustang Himal (S of Mansail on Tibetan border),6195.0,20325.0,16.0,6.0,True,False,False,,Opened in 2014,1.0,2.0,"Other map alitudes:
   6195m - HMG-MT, HMG-Finn",2014.0,3.0,MUST14301,2014-11-02,USA,"Melissa Arnot, Ben Jones, Jon Mancuso",,,,True,Nepal only,True
MYAG,,28.661404,83.321287,,Gandaki Pradesh,Myagdi,Dhawalagiri,Dhaulagiri,,,Myagdi Matha,Myagumath,Dhaulagiri Himal (S of Dhaulagiri IV),6273.0,20581.0,4.0,6.0,False,True,False,,,1.0,1.0,"Other map altitudes:
   6273m - HMG-Finn, Nepa",,0.0,,,,Unclimbed?,,,,False,Nepal only,True
NAG1,https://nepalhimalpeakprofile.org/nagpai-gosum-i,28.07055555555556,86.63777777777779,"Nagpai Gosum I is a peak located in between Pasang Lhamu Chuli(7351 m) in the west and Nagpai Gosum II(7307m)mountain in the east. Just six kilo-meters west of Mountain Cho-Oyu, there is a big mountain with three different summits. Among them one of the peaks is Nagpai Gosum I which is located just about 2.5 km west from Pasang Lhamu Chuli. The mountain lies in the western part of the Cho-Oyu massif and its eastern is slope gentler than the western slope. The mountain lies in between the border of Nepal and china.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Sp 6000 (NRs),Sp 500 (USD),Nangpai Gosum I,"Nagpai Gosum I, Cho Aui",Khumbu Himal (WSW of Cho Oyu on Tibetan border),7321.0,24019.0,12.0,2.0,True,False,False,,Opened in 2002,4.0,2.0,"Other map alitudes:
   7312m - HMG-MT (previously as Nangpai Gosum I)
   7321m - HMG-Finn
   7296m - Schneider, Japan MMW

The Ministry in 2017 lists a peak of 7307m as Nangpai Gosum II and a peak of 7350m as Nangpai Gosum I. These listings are inconsistent with other literature designations of the Nangpai Gosum group.",2017.0,3.0,NAG117301,2017-10-03,Germany,Jost Kobusch,,,,True,Nepal & China,True
NAG2,https://nepalhimalpeakprofile.org/nagpai-gosum-ii,28.07472222222222,86.6525,"Nagpai Gosum II lies in the Cho-Oyu massif about three kilometers southwest of Mt Cho-Oyu. Nearby in the west at the distance of only2 km there is another peak named as Nagpai Gosum I. Pasang Lhamu Peak, Nagpai Gosum I and Nagpai Gosum II are three separate peaks of a single range elongated in east west direction. 
The peak lies in between the border of Nepal and China. The summit provides unexpected close view of Mt. Everest and other high peaks.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Sp 6000 (NRs),Sp 500 (USD),Nangpai Gosum II,"Nagpai Gosum II, Chamar",Khumbu Himal (WSW of Cho Oyu on Tibetan border),7287.0,23907.0,12.0,2.0,True,False,False,,Opened in 2002,4.0,1.0,"Other map alitudes:
   7287m - HMG-Finn, Nepa

The Ministry in 2017 listed a peak of 7307m as Nangpai Gosum II and a peak of 7350m as Nangpai Gosum I. These listing are inconsistent with other literature designations of the Nangpai Gosum group.",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
